sensor_type,device_type,timestamps,x,y,z
magnetometer,smartphone,1529416803058411008,-26.21612549,-0.1739501953,-35.63232422
magnetometer,smartphone,1529416803078369024,-26.93634033,-0.178527832,-35.63079834
magnetometer,smartphone,1529416803098297088,-26.93634033,-0.178527832,-35.63079834
magnetometer,smartphone,1529416803118256128,-25.50964355,-2.25982666,-35.6048584
magnetometer,smartphone,1529416803138245120,-25.50964355,-2.25982666,-35.6048584
magnetometer,smartphone,1529416803158263808,-25.50964355,-2.25982666,-35.6048584
magnetometer,smartphone,1529416803178222848,-25.50964355,-2.25982666,-35.6048584
magnetometer,smartphone,1529416803198546944,-20.58410645,1.947021484,-38.27209473
magnetometer,smartphone,1529416803218414080,-20.58410645,1.947021484,-38.27209473
magnetometer,smartphone,1529416803238251008,-17.72003174,0.5706787109,-38.97094727
magnetometer,smartphone,1529416803258179072,-19.13909912,1.25579834,-37.54882812
magnetometer,smartphone,1529416803278168064,-19.13452148,0.5569458008,-36.82556152
magnetometer,smartphone,1529416803298157056,-19.14367676,1.954650879,-38.27362061
magnetometer,smartphone,1529416803318146048,-19.84710693,1.945495605,-36.84387207
magnetometer,smartphone,1529416803338135040,-21.61560059,3.071594238,-39.23034668
magnetometer,smartphone,1529416803358490112,-20.1751709,3.079223633,-39.23187256
magnetometer,smartphone,1529416803378356992,-19.47174072,3.086853027,-40.66162109
magnetometer,smartphone,1529416803398102016,-18.74847412,2.392578125,-39.93988037
magnetometer,smartphone,1529416803418121216,-17.33703613,1.710510254,-42.07458496
magnetometer,smartphone,1529416803438110208,-16.61682129,3.109741211,-42.80853271
magnetometer,smartphone,1529416803458068992,-16.60461426,1.013183594,-40.63720703
magnetometer,smartphone,1529416803478057984,-13.74969482,2.429199219,-43.51806641
magnetometer,smartphone,1529416803498047232,-12.33062744,1.745605469,-44.93865967
magnetometer,smartphone,1529416803518065920,-13.47961426,3.923034668,-40.97747803
magnetometer,smartphone,1529416803538361088,-11.33270264,4.634094238,-42.41790771
magnetometer,smartphone,1529416803559112960,-11.34033203,3.242492676,-42.39959717
magnetometer,smartphone,1529416803578063872,-11.35406494,1.152038574,-42.37060547
magnetometer,smartphone,1529416803598021888,-11.3494873,3.244018555,-43.1137085
magnetometer,smartphone,1529416803617980928,-7.769775391,1.176452637,-43.80340576
magnetometer,smartphone,1529416803637969920,-8.502197266,0.4776000977,-44.50836182
magnetometer,smartphone,1529416803657958912,-6.350708008,-0.9033203125,-44.49157715
magnetometer,smartphone,1529416803677947904,-3.756713867,1.071166992,-45.84350586
magnetometer,smartphone,1529416803698333952,-4.489135742,0.373840332,-46.54693604
magnetometer,smartphone,1529416803718018048,-1.647949219,-3.089904785,-47.93243408
magnetometer,smartphone,1529416803737946112,-3.067016602,-1.010131836,-47.2442627
magnetometer,smartphone,1529416803757904128,0.5218505859,-1.686096191,-47.95379639
magnetometer,smartphone,1529416803777893120,1.232910156,-1.679992676,-48.66943359
magnetometer,smartphone,1529416803797882112,1.962280273,-1.678466797,-47.95532227
magnetometer,smartphone,1529416803817871104,-1.622009277,1.089477539,-47.9888916
magnetometer,smartphone,1529416803837860096,-8.204650879,3.695678711,-45.88623047
magnetometer,smartphone,1529416803858184960,-12.49694824,7.151794434,-45.21331787
magnetometer,smartphone,1529416803878021120,-11.0168457,9.242248535,-43.09997559
magnetometer,smartphone,1529416803897857792,-8.865356445,9.255981445,-43.81713867
magnetometer,smartphone,1529416803917815808,-9.602355957,7.861328125,-44.51141357
magnetometer,smartphone,1529416803937805056,-9.628295898,3.68347168,-44.45495605
magnetometer,smartphone,1529416803957794048,-10.36987305,2.987670898,-45.87402344
magnetometer,smartphone,1529416803977783040,-8.912658691,4.385375977,-45.17974854
magnetometer,smartphone,1529416803997772032,-9.442138672,7.452392578,-44.23217773
magnetometer,smartphone,1529416804018188032,-8.729553223,8.854675293,-45.68023682
magnetometer,smartphone,1529416804038024960,-10.16235352,8.843994141,-44.96459961
magnetometer,smartphone,1529416804057739008,-11.59362793,8.834838867,-44.2489624
magnetometer,smartphone,1529416804077758976,-10.16235352,7.44934082,-44.23217773
magnetometer,smartphone,1529416804097747968,-10.19134521,3.968811035,-44.89898682
magnetometer,smartphone,1529416804117705984,-7.302856445,5.377197266,-44.921875
magnetometer,smartphone,1529416804137694976,-8.056640625,3.987121582,-47.04437256
magnetometer,smartphone,1529416804157683968,-1.400756836,-4.814147949,-46.20056152
magnetometer,smartphone,1529416804177673216,-1.391601562,-3.422546387,-46.22039795
magnetometer,smartphone,1529416804197998080,-1.412963867,-4.113769531,-47.63946533
magnetometer,smartphone,1529416804217681920,-1.400756836,-4.814147949,-46.20056152
magnetometer,smartphone,1529416804237700864,-0.6759643555,-2.719116211,-46.94366455
magnetometer,smartphone,1529416804257628928,3.628540039,-5.48248291,-46.91162109
magnetometer,smartphone,1529416804277617920,2.899169922,-5.484008789,-47.62573242
magnetometer,smartphone,1529416804297637888,4.331970215,-8.265686035,-46.87652588
magnetometer,smartphone,1529416804317595904,7.208251953,-10.34240723,-46.13647461
magnetometer,smartphone,1529416804337584896,5.885314941,-2.186584473,-45.7244873
magnetometer,smartphone,1529416804358001920,7.321166992,-4.270935059,-44.98443604
magnetometer,smartphone,1529416804377655040,10.92681885,-3.55682373,-44.99816895
magnetometer,smartphone,1529416804397552128,10.92681885,-3.55682373,-44.99816895
magnetometer,smartphone,1529416804417541888,8.744812012,-2.864074707,-47.14813232
magnetometer,smartphone,1529416804437530880,11.68518066,2.714538574,-45.08361816
magnetometer,smartphone,1529416804457520128,8.757019043,2.015686035,-48.64196777
magnetometer,smartphone,1529416804477509120,2.83203125,6.192016602,-47.44262695
magnetometer,smartphone,1529416804497498112,-0.7522583008,10.35461426,-48.20861816
magnetometer,smartphone,1529416804517821952,-5.035400391,13.8092041,-46.82159424
magnetometer,smartphone,1529416804537658880,-10.75897217,15.86151123,-44.69909668
magnetometer,smartphone,1529416804557495040,-13.60931396,19.32678223,-44.02770996
magnetometer,smartphone,1529416804577515008,-12.84637451,22.10845947,-41.92352295
magnetometer,smartphone,1529416804597473024,-14.25323486,24.88250732,-40.53039551
magnetometer,smartphone,1529416804617432064,-12.82958984,23.50006104,-41.22772217
magnetometer,smartphone,1529416804637420800,-10.66894531,24.90539551,-41.9631958
magnetometer,smartphone,1529416804657409792,-7.788085938,24.9206543,-41.96624756
magnetometer,smartphone,1529416804677794816,-8.700561523,28.56140137,-42.25006104
magnetometer,smartphone,1529416804697632000,-7.281494141,27.87628174,-43.67218018
magnetometer,smartphone,1529416804717377024,-6.561279297,26.48620605,-42.9397583
magnetometer,smartphone,1529416804737395968,-7.997131348,27.17437744,-42.9473877
magnetometer,smartphone,1529416804757355008,-7.255554199,27.87017822,-41.52832031
magnetometer,smartphone,1529416804777373952,-6.552124023,27.87780762,-42.95806885
magnetometer,smartphone,1529416804797332992,4.891967773,18.34106445,-39.7644043
magnetometer,smartphone,1529416804817321984,4.884338379,16.94946289,-39.74609375
magnetometer,smartphone,1529416804837310976,5.630493164,18.34106445,-38.33618164
magnetometer,smartphone,1529416804857666048,6.350708008,16.94946289,-37.60528564
magnetometer,smartphone,1529416804877319168,6.327819824,19.04754639,-40.49072266
magnetometer,smartphone,1529416804897308160,7.052612305,19.7479248,-40.49987793
magnetometer,smartphone,1529416804917267200,9.956359863,19.05975342,-38.35144043
magnetometer,smartphone,1529416804937256192,9.187316895,16.97540283,-41.18041992
magnetometer,smartphone,1529416804957245184,11.39678955,19.06738281,-38.35296631
magnetometer,smartphone,1529416804977233920,12.11242676,19.76928711,-39.07775879
magnetometer,smartphone,1529416804997222912,14.26849365,17.68951416,-38.33770752
magnetometer,smartphone,1529416805017638912,9.938049316,20.24078369,-41.22314453
magnetometer,smartphone,1529416805037323008,8.448791504,19.54956055,-44.78302002
magnetometer,smartphone,1529416805057220096,14.23339844,18.87512207,-42.63763428
magnetometer,smartphone,1529416805077178880,12.77618408,17.47741699,-43.33190918
magnetometer,smartphone,1529416805097167872,13.50097656,18.17779541,-43.34259033
magnetometer,smartphone,1529416805117156864,15.46478271,20.24841309,-41.4352417
magnetometer,smartphone,1529416805137146112,19.08721924,19.56329346,-39.2868042
magnetometer,smartphone,1529416805157166080,21.25701904,19.57244873,-38.57574463
magnetometer,smartphone,1529416805177459968,24.86724854,19.58770752,-37.86468506
magnetometer,smartphone,1529416805197326848,27.76641846,16.80755615,-34.97314453
magnetometer,smartphone,1529416805217163008,29.21142578,14.72015381,-33.51898193
magnetometer,smartphone,1529416805237091072,34.27124023,13.34686279,-31.36291504
magnetometer,smartphone,1529416805257080064,37.17346191,9.867858887,-27.74810791
magnetometer,smartphone,1529416805277069056,39.36920166,7.078552246,-23.42681885
magnetometer,smartphone,1529416805297058048,41.57867432,6.379699707,-19.13452148
magnetometer,smartphone,1529416805317047040,41.63970947,4.96673584,-13.40026855
magnetometer,smartphone,1529416805337433088,44.52362061,6.164550781,-11.59210205
magnetometer,smartphone,1529416805357299968,43.1350708,6.143188477,-7.304382324
magnetometer,smartphone,1529416805377014016,43.13964844,1.257324219,-4.38079834
magnetometer,smartphone,1529416805397033984,44.60144043,0.5615234375,-2.229309082
magnetometer,smartphone,1529416805416992000,43.17932129,-0.8453369141,-0.06713867188
magnetometer,smartphone,1529416805437011968,34.6282959,3.419494629,-4.286193848
magnetometer,smartphone,1529416805456969984,36.83776855,1.324462891,0.7385253906
magnetometer,smartphone,1529416805476958976,33.96911621,2.003479004,1.448059082
magnetometer,smartphone,1529416805496947968,36.14807129,0.6149291992,3.607177734
magnetometer,smartphone,1529416805517303040,35.44464111,-0.7888793945,5.769348145
magnetometer,smartphone,1529416805536925952,32.59429932,-1.509094238,8.639526367
magnetometer,smartphone,1529416805557007104,31.15081787,-5.003356934,10.11657715
magnetometer,smartphone,1529416805576903936,31.1630249,-5.70526123,11.55548096
magnetometer,smartphone,1529416805596893184,29.71496582,-9.895324707,13.04168701
magnetometer,smartphone,1529416805616882176,27.55432129,-11.30218506,13.77716064
magnetometer,smartphone,1529416805636871168,25.35858154,-14.09454346,12.38861084
magnetometer,smartphone,1529416805656860160,26.04522705,-16.87164307,10.99700928
magnetometer,smartphone,1529416805677277184,25.55389404,-17.99163818,10.30426025
magnetometer,smartphone,1529416805696930048,23.38409424,-19.39544678,10.32562256
magnetometer,smartphone,1529416805716888064,22.67303467,-20.79620361,11.77368164
magnetometer,smartphone,1529416805736815872,20.48187256,-22.89276123,10.37597656
magnetometer,smartphone,1529416805756804864,36.49597168,-21.04949951,20.99456787
magnetometer,smartphone,1529416805776793856,35.7635498,-21.74682617,20.28961182
magnetometer,smartphone,1529416805796782848,35.03417969,-24.53918457,21.043396
magnetometer,smartphone,1529416805816772096,33.60290527,-24.54833984,21.7590332
magnetometer,smartphone,1529416805837096960,30.73577881,-25.26397705,23.20098877
magnetometer,smartphone,1529416805856934144,27.12554932,-26.67541504,23.22387695
magnetometer,smartphone,1529416805876770048,26.40075684,-28.77197266,23.96697998
magnetometer,smartphone,1529416805896729088,27.10876465,-29.46166992,23.26049805
magnetometer,smartphone,1529416805916718080,24.23095703,-30.17578125,23.98834229
magnetometer,smartphone,1529416805936707072,23.49395752,-31.56890869,23.29406738
magnetometer,smartphone,1529416805956696064,24.9130249,-30.859375,21.13952637
magnetometer,smartphone,1529416805976685056,25.61950684,-31.54907227,20.43304443
magnetometer,smartphone,1529416805997040128,26.38397217,-30.16204834,23.2711792
magnetometer,smartphone,1529416806016967936,23.22845459,-31.64215088,25.68817139
magnetometer,smartphone,1529416806036652032,24.65057373,-30.23529053,23.5244751
magnetometer,smartphone,1529416806056701952,23.91815186,-29.53796387,22.08709717
magnetometer,smartphone,1529416806076659968,25.88500977,-34.40093994,22.08557129
magnetometer,smartphone,1529416806096619008,27.33001709,-33.69750977,22.07489014
magnetometer,smartphone,1529416806116608000,28.76281738,-33.68682861,21.35925293
magnetometer,smartphone,1529416806136596992,29.48303223,-33.68377686,21.35772705
magnetometer,smartphone,1529416806156585984,30.18493652,-33.67462158,19.92797852
magnetometer,smartphone,1529416806176879872,30.89294434,-34.36584473,19.22302246
magnetometer,smartphone,1529416806197571072,33.05358887,-34.35516357,19.2199707
magnetometer,smartphone,1529416806216552960,33.03070068,-32.2555542,16.33453369
magnetometer,smartphone,1529416806236541952,33.7387085,-32.94677734,15.62805176
magnetometer,smartphone,1529416806256592128,36.63635254,-31.54144287,16.32080078
magnetometer,smartphone,1529416806276519936,35.88562012,-30.8380127,13.45367432
magnetometer,smartphone,1529416806296539136,35.18371582,-30.84716797,14.88342285
magnetometer,smartphone,1529416806316497920,36.62872314,-30.14373779,14.8727417
magnetometer,smartphone,1529416806336914176,37.35656738,-28.74603271,14.85290527
magnetometer,smartphone,1529416806356627968,33.09631348,-32.36846924,15.46783447
magnetometer,smartphone,1529416806376526080,33.07037354,-32.36083984,13.32550049
magnetometer,smartphone,1529416806396454144,29.95452881,-32.0098877,16.50238037
magnetometer,smartphone,1529416806416443136,32.10601807,-33.39233398,16.51916504
magnetometer,smartphone,1529416806436461824,31.39038086,-31.30340576,15.77758789
magnetometer,smartphone,1529416806456420864,32.10601807,-30.60150146,15.05279541
magnetometer,smartphone,1529416806476409856,34.24072266,-31.97784424,13.63983154
magnetometer,smartphone,1529416806496735232,34.25750732,-29.19311523,13.60321045
magnetometer,smartphone,1529416806516571136,32.82165527,-31.29425049,15.06195068
magnetometer,smartphone,1529416806536407040,34.25750732,-29.19311523,13.60321045
magnetometer,smartphone,1529416806556427008,35.71472168,-27.79388428,14.29595947
magnetometer,smartphone,1529416806576416000,34.2880249,-28.50341797,15.73638916
magnetometer,smartphone,1529416806596344064,37.17346191,-25.00152588,14.2578125
magnetometer,smartphone,1529416806616333056,35.71166992,-27.09503174,13.57269287
magnetometer,smartphone,1529416806636322048,36.46087646,-26.40228271,15.70587158
magnetometer,smartphone,1529416806656311040,35.73760986,-25.70800781,14.98260498
magnetometer,smartphone,1529416806676574976,35.95428467,-26.30615234,12.19940186
magnetometer,smartphone,1529416806696289024,37.4130249,-24.90844727,12.89367676
magnetometer,smartphone,1529416806716308992,38.05236816,-24.11193848,9.498596191
magnetometer,smartphone,1529416806736267008,41.66717529,-23.39935303,10.19897461
magnetometer,smartphone,1529416806756256000,38.80767822,-22.72186279,11.62109375
magnetometer,smartphone,1529416806776244992,40.23895264,-22.71270752,10.90545654
magnetometer,smartphone,1529416806796233984,38.07067871,-22.72033691,10.19439697
magnetometer,smartphone,1529416806816222976,38.80004883,-25.50964355,12.37335205
magnetometer,smartphone,1529416806836548096,38.79547119,-24.81079102,11.65008545
magnetometer,smartphone,1529416806856200960,39.51568604,-27.59857178,13.1149292
magnetometer,smartphone,1529416806876250880,36.63482666,-26.21765137,12.38555908
magnetometer,smartphone,1529416806896178944,36.61346436,-28.30505371,11.69891357
magnetometer,smartphone,1529416806916167936,35.89630127,-27.61230469,11.69128418
magnetometer,smartphone,1529416806936156928,35.90087891,-29.70581055,13.14697266
magnetometer,smartphone,1529416806956145920,35.16845703,-31.79931641,13.17596436
magnetometer,smartphone,1529416806976134912,32.3135376,-31.82067871,15.32287598
magnetometer,smartphone,1529416806996551936,33.74938965,-32.51037598,15.33050537
magnetometer,smartphone,1529416807016205056,31.93206787,-32.3135376,15.55175781
magnetometer,smartphone,1529416807036133120,33.45031738,-30.49316406,18.76373291
magnetometer,smartphone,1529416807056091136,32.69958496,-32.58209229,17.36450195
magnetometer,smartphone,1529416807076080128,32.01751709,-30.50231934,19.480896
magnetometer,smartphone,1529416807096069120,31.29730225,-31.90155029,20.21484375
magnetometer,smartphone,1529416807116058112,31.27593994,-32.59429932,18.79425049
