sensor_type,device_type,timestamps,x,y,z
magnetometer,smartphone,1529417821479126016,-16.61834717,8.726501465,-20.29571533
magnetometer,smartphone,1529417821499175936,-16.59698486,10.81390381,-19.60906982
magnetometer,smartphone,1529417821519134976,-17.31719971,10.80932617,-19.60906982
magnetometer,smartphone,1529417821539123968,-18.02368164,11.50054932,-18.90258789
magnetometer,smartphone,1529417821559081984,-15.87982178,10.12115479,-19.60144043
magnetometer,smartphone,1529417821579070976,-16.61376953,9.422302246,-20.30487061
magnetometer,smartphone,1529417821599486976,-12.08496094,7.56072998,-17.13409424
magnetometer,smartphone,1529417821619141120,-12.06359863,9.648132324,-16.44744873
magnetometer,smartphone,1529417821639069184,-12.78076172,10.34088135,-16.456604
magnetometer,smartphone,1529417821659027200,-13.77716064,7.456970215,-15.60668945
magnetometer,smartphone,1529417821679016192,-14.5111084,6.759643555,-16.31011963
magnetometer,smartphone,1529417821699004928,-13.08288574,7.467651367,-17.75054932
magnetometer,smartphone,1529417821718993920,-13.79547119,7.461547852,-17.03491211
magnetometer,smartphone,1529417821738982912,-13.80310059,7.464599609,-17.74902344
magnetometer,smartphone,1529417821759308032,-13.8168335,6.770324707,-18.45550537
magnetometer,smartphone,1529417821779175168,-12.37640381,8.172607422,-19.18945312
magnetometer,smartphone,1529417821798980864,-12.33673096,8.85925293,-16.34216309
magnetometer,smartphone,1529417821818938880,-12.3626709,8.866882324,-18.48449707
magnetometer,smartphone,1529417821838927872,-13.76953125,11.64093018,-17.09136963
magnetometer,smartphone,1529417821858917120,-10.21118164,8.880615234,-19.20166016
magnetometer,smartphone,1529417821878906112,-11.63482666,8.868408203,-17.77191162
magnetometer,smartphone,1529417821898895104,-10.92224121,8.874511719,-18.48602295
magnetometer,smartphone,1529417821919249920,-11.70349121,10.86578369,-18.97888184
magnetometer,smartphone,1529417821939148032,-13.86413574,10.85510254,-18.97583008
magnetometer,smartphone,1529417821958862080,-12.44659424,10.16998291,-20.39794922
magnetometer,smartphone,1529417821978882048,-11.72943115,10.87341309,-21.1227417
magnetometer,smartphone,1529417821998840064,-13.57727051,9.963989258,-19.2489624
magnetometer,smartphone,1529417822018829056,-12.11090088,11.36016846,-17.84057617
magnetometer,smartphone,1529417822038817792,-12.12921143,9.968566895,-18.53637695
magnetometer,smartphone,1529417822058806784,-13.58184814,10.6628418,-19.97375488
magnetometer,smartphone,1529417822078827008,-13.57421875,10.65979004,-19.25811768
magnetometer,smartphone,1529417822099152128,-12.15057373,7.88269043,-19.22302246
magnetometer,smartphone,1529417822118804992,-11.43341064,7.189941406,-19.21539307
magnetometer,smartphone,1529417822138793984,-10.00213623,5.804443359,-19.19708252
magnetometer,smartphone,1529417822158752000,-7.850646973,5.81817627,-19.91424561
magnetometer,smartphone,1529417822178740992,-7.168579102,5.13458252,-22.7645874
magnetometer,smartphone,1529417822198729984,-4.273986816,4.447937012,-21.32873535
magnetometer,smartphone,1529417822218718976,-1.38092041,5.157470703,-20.62835693
magnetometer,smartphone,1529417822238707968,2.101135254,7.287597656,-21.484375
magnetometer,smartphone,1529417822259094016,2.096557617,9.381103516,-22.94006348
magnetometer,smartphone,1529417822278809088,4.998779297,8.692932129,-20.79162598
magnetometer,smartphone,1529417822298675968,7.151794434,8.706665039,-21.50878906
magnetometer,smartphone,1529417822318695168,8.596801758,8.013916016,-20.78704834
magnetometer,smartphone,1529417822338653952,7.363891602,11.17553711,-20.1171875
magnetometer,smartphone,1529417822358673152,8.790588379,10.4888916,-20.82366943
magnetometer,smartphone,1529417822378632192,8.842468262,13.26446533,-18.00384521
magnetometer,smartphone,1529417822398621184,9.558105469,12.57171631,-17.99621582
magnetometer,smartphone,1529417822418945024,10.99853516,13.9755249,-18.73016357
magnetometer,smartphone,1529417822438811904,11.0244751,13.96789551,-16.58782959
magnetometer,smartphone,1529417822458617856,11.00311279,13.27667236,-18.00689697
magnetometer,smartphone,1529417822478637824,10.33935547,16.74499512,-15.19470215
magnetometer,smartphone,1529417822498565888,10.31341553,16.75262451,-17.33856201
magnetometer,smartphone,1529417822518554880,11.04125977,18.14880371,-17.35839844
magnetometer,smartphone,1529417822538543872,8.877563477,16.04614258,-16.61224365
magnetometer,smartphone,1529417822558532864,7.10144043,13.43383789,-18.96972656
magnetometer,smartphone,1529417822578887936,6.381225586,12.03460693,-18.23577881
magnetometer,smartphone,1529417822598785024,4.940795898,13.42163086,-18.9666748
magnetometer,smartphone,1529417822618500096,4.95300293,15.51055908,-18.99414062
magnetometer,smartphone,1529417822638579968,4.241943359,16.90063477,-19.01245117
magnetometer,smartphone,1529417822658478080,5.052185059,16.02020264,-20.95489502
magnetometer,smartphone,1529417822678467072,12.43286133,14.19067383,-18.44329834
magnetometer,smartphone,1529417822698456064,11.69891357,12.09716797,-18.41430664
magnetometer,smartphone,1529417822718445056,12.42828369,13.49487305,-18.43414307
magnetometer,smartphone,1529417822738434048,13.14849854,12.10327148,-17.70172119
magnetometer,smartphone,1529417822758727936,13.14849854,13.4979248,-18.43566895
magnetometer,smartphone,1529417822778412032,13.86413574,12.80517578,-18.42651367
magnetometer,smartphone,1529417822798401024,10.97412109,12.79296875,-19.13757324
magnetometer,smartphone,1529417822818419968,12.41912842,13.49639893,-19.14825439
magnetometer,smartphone,1529417822838379008,13.85498047,12.80822754,-19.140625
magnetometer,smartphone,1529417822858368000,13.12255859,12.109375,-19.84558105
magnetometer,smartphone,1529417822878356992,16.00341797,15.73638916,-16.13464355
magnetometer,smartphone,1529417822898345984,13.83056641,15.03143311,-16.83654785
magnetometer,smartphone,1529417822918732032,15.26184082,15.04211426,-17.55218506
magnetometer,smartphone,1529417822938446080,15.25421143,13.64898682,-17.53387451
magnetometer,smartphone,1529417822958343936,16.68548584,13.65814209,-18.2510376
magnetometer,smartphone,1529417822978332928,15.24505615,13.6505127,-18.24798584
magnetometer,smartphone,1529417822998290944,15.65704346,12.73803711,-18.09997559
magnetometer,smartphone,1529417823018279936,15.65704346,12.73803711,-18.09997559
magnetometer,smartphone,1529417823038268928,15.65704346,12.73803711,-18.09997559
magnetometer,smartphone,1529417823058258176,16.38946533,13.43688965,-17.39654541
magnetometer,smartphone,1529417823078583040,17.08526611,10.65673828,-18.07403564
magnetometer,smartphone,1529417823098449920,17.08526611,10.65673828,-18.07403564
magnetometer,smartphone,1529417823118256128,18.54248047,10.65979004,-16.64733887
magnetometer,smartphone,1529417823138214144,18.50738525,9.274291992,-18.7713623
magnetometer,smartphone,1529417823158202880,18.51654053,7.876586914,-17.3248291
magnetometer,smartphone,1529417823178191872,16.36810303,9.954833984,-17.34924316
magnetometer,smartphone,1529417823198180864,16.6809082,10.47210693,-20.79162598
magnetometer,smartphone,1529417823218200832,14.51568604,11.15875244,-21.51184082
magnetometer,smartphone,1529417823238158848,14.52941895,11.85302734,-20.80688477
magnetometer,smartphone,1529417823258423040,15.965271,11.16485596,-20.79925537
magnetometer,smartphone,1529417823278168064,15.95153809,10.47058105,-21.50421143
magnetometer,smartphone,1529417823298187008,14.52484131,11.15722656,-20.79772949
magnetometer,smartphone,1529417823318115072,13.80462646,9.757995605,-20.06378174
magnetometer,smartphone,1529417823338135040,15.43731689,15.625,-18.75610352
magnetometer,smartphone,1529417823358093056,16.15753174,14.23339844,-18.02368164
magnetometer,smartphone,1529417823378082048,15.44189453,14.92614746,-18.03283691
magnetometer,smartphone,1529417823398071040,16.17584229,14.2288208,-16.59545898
magnetometer,smartphone,1529417823418395904,14.00604248,17.01049805,-18.77288818
magnetometer,smartphone,1529417823438049024,14.72167969,16.31774902,-18.76525879
magnetometer,smartphone,1529417823458038016,12.55187988,16.31011963,-19.47631836
magnetometer,smartphone,1529417823478027008,14.72167969,14.9230957,-18.03131104
magnetometer,smartphone,1529417823498076928,14.00604248,17.01049805,-18.77288818
magnetometer,smartphone,1529417823518004992,15.26184082,14.14337158,-17.97180176
magnetometer,smartphone,1529417823537993984,14.52484131,12.74871826,-18.66760254
magnetometer,smartphone,1529417823557982976,14.52026367,13.4475708,-19.39086914
magnetometer,smartphone,1529417823578460928,15.26184082,14.14337158,-17.97180176
magnetometer,smartphone,1529417823598083072,13.83361816,14.83001709,-17.26531982
magnetometer,smartphone,1529417823617980928,12.3550415,12.73956299,-19.37866211
magnetometer,smartphone,1529417823637969920,14.55535889,14.83306885,-17.2668457
magnetometer,smartphone,1529417823657927936,14.55535889,13.43841553,-16.53289795
magnetometer,smartphone,1529417823677916928,16.015625,13.17901611,-18.6050415
magnetometer,smartphone,1529417823697905920,15.99884033,11.78894043,-19.29931641
magnetometer,smartphone,1529417823717895936,16.74346924,14.57672119,-18.62335205
magnetometer,smartphone,1529417823738220032,15.29998779,12.47711182,-17.88024902
magnetometer,smartphone,1529417823758057216,16.74499512,13.18054199,-17.89093018
magnetometer,smartphone,1529417823777893120,15.30761719,13.87023926,-17.89855957
magnetometer,smartphone,1529417823797882112,13.88549805,13.85803223,-16.46728516
magnetometer,smartphone,1529417823817841152,16.0369873,12.47558594,-16.45202637
magnetometer,smartphone,1529417823837830144,13.8092041,12.70599365,-17.22259521
magnetometer,smartphone,1529417823857819136,13.80004883,14.10369873,-18.6706543
magnetometer,smartphone,1529417823877808128,15.95611572,12.0223999,-17.93060303
magnetometer,smartphone,1529417823898192896,14.54162598,13.40332031,-16.51916504
magnetometer,smartphone,1529417823918060032,14.52941895,14.10522461,-17.95654297
magnetometer,smartphone,1529417823937774848,15.24505615,12.01629639,-17.21496582
magnetometer,smartphone,1529417823957794048,13.82141113,14.79492188,-17.25158691
magnetometer,smartphone,1529417823977752832,14.53704834,15.49835205,-17.97637939
magnetometer,smartphone,1529417823997741824,15.12298584,14.86816406,-19.22149658
magnetometer,smartphone,1529417824017731072,15.11077881,12.77923584,-19.19403076
magnetometer,smartphone,1529417824037720064,14.39819336,15.56396484,-19.94476318
magnetometer,smartphone,1529417824057709056,14.402771,13.46893311,-18.48754883
magnetometer,smartphone,1529417824078063872,15.82641602,13.48114014,-19.91882324
magnetometer,smartphone,1529417824097716992,15.11535645,13.47503662,-19.20318604
magnetometer,smartphone,1529417824117705984,14.39819336,14.16778564,-19.21081543
magnetometer,smartphone,1529417824137725952,15.09399414,12.78381348,-20.62225342
magnetometer,smartphone,1529417824157683968,17.08374023,13.08135986,-18.93920898
magnetometer,smartphone,1529417824177643008,16.39251709,15.16265869,-17.53692627
magnetometer,smartphone,1529417824197632000,15.65093994,13.07220459,-18.22357178
magnetometer,smartphone,1529417824217620992,14.93530273,15.15960693,-18.96514893
magnetometer,smartphone,1529417824238036992,14.90936279,12.37640381,-19.64111328
magnetometer,smartphone,1529417824257689856,17.82073975,13.07983398,-17.51098633
magnetometer,smartphone,1529417824277587968,17.82836914,14.47296143,-17.52929688
magnetometer,smartphone,1529417824297576960,17.13104248,12.37030029,-14.64385986
magnetometer,smartphone,1529417824317565952,18.51959229,12.3916626,-18.93157959
magnetometer,smartphone,1529417824337554944,16.79229736,12.89520264,-17.92297363
magnetometer,smartphone,1529417824357587200,18.21594238,10.11657715,-17.88787842
magnetometer,smartphone,1529417824377545216,18.95294189,11.51123047,-17.19207764
magnetometer,smartphone,1529417824397870080,17.50030518,9.414672852,-17.16308594
magnetometer,smartphone,1529417824417768192,17.51708984,9.410095215,-15.73486328
magnetometer,smartphone,1529417824437511936,19.65637207,10.12420654,-17.8894043
magnetometer,smartphone,1529417824457500928,18.21136475,9.420776367,-17.87872314
magnetometer,smartphone,1529417824477917952,18.2144165,13.08441162,-15.08636475
magnetometer,smartphone,1529417824497478912,16.76177979,10.987854,-15.05584717
magnetometer,smartphone,1529417824517467904,18.93920898,12.39013672,-14.36309814
magnetometer,smartphone,1529417824537457152,18.22357178,13.08288574,-14.37072754
magnetometer,smartphone,1529417824557842944,18.21899414,10.99090576,-13.62915039
magnetometer,smartphone,1529417824577710080,18.2144165,13.08441162,-15.08636475
magnetometer,smartphone,1529417824597425152,16.77093506,10.98632812,-14.34173584
magnetometer,smartphone,1529417824617444096,18.92700195,11.69586182,-15.0680542
magnetometer,smartphone,1529417824637403136,19.67773438,10.99395752,-12.20245361
magnetometer,smartphone,1529417824657422080,18.96209717,11.68670654,-12.21008301
magnetometer,smartphone,1529417824677381120,17.82073975,10.83679199,-11.54937744
magnetometer,smartphone,1529417824697370112,19.24743652,12.940979,-13.722229
magnetometer,smartphone,1529417824717359104,19.28710938,12.23297119,-10.14099121
magnetometer,smartphone,1529417824737683200,19.26116943,10.84442139,-11.55090332
magnetometer,smartphone,1529417824757367040,19.2565918,10.14709473,-11.54174805
magnetometer,smartphone,1529417824777326080,19.98138428,9.452819824,-10.81848145
magnetometer,smartphone,1529417824797314816,19.03381348,8.828735352,-14.74914551
magnetometer,smartphone,1529417824817334016,20.50476074,10.92071533,-13.35144043
magnetometer,smartphone,1529417824837293056,19.75860596,8.13293457,-14.02740479
magnetometer,smartphone,1529417824857312000,19.76318359,8.83026123,-14.03656006
magnetometer,smartphone,1529417824877271040,19.76318359,7.434082031,-13.3026123
magnetometer,smartphone,1529417824897656064,21.19903564,8.140563965,-14.02893066
magnetometer,smartphone,1529417824917371136,19.77233887,8.827209473,-13.32244873
magnetometer,smartphone,1529417824937267968,19.04754639,8.126831055,-13.31176758
magnetometer,smartphone,1529417824957256960,20.49255371,7.43560791,-12.59002686
magnetometer,smartphone,1529417824977216000,19.74639893,7.440185547,-14.73236084
magnetometer,smartphone,1529417824997204992,21.34399414,7.901000977,-14.24560547
magnetometer,smartphone,1529417825017193984,21.3470459,7.202148438,-13.52233887
magnetometer,smartphone,1529417825037183232,21.35620117,7.200622559,-12.80822754
magnetometer,smartphone,1529417825057508096,21.33483887,6.507873535,-14.22729492
magnetometer,smartphone,1529417825077373952,20.61462402,6.504821777,-14.22576904
magnetometer,smartphone,1529417825097179904,19.18334961,5.099487305,-12.77618408
magnetometer,smartphone,1529417825117139200,19.92340088,6.716918945,-10.78186035
magnetometer,smartphone,1529417825137128192,22.06268311,6.036376953,-12.20397949
magnetometer,smartphone,1529417825157116928,20.62225342,4.634094238,-11.46850586
magnetometer,smartphone,1529417825177105920,20.59936523,3.942871094,-12.88757324
magnetometer,smartphone,1529417825197094912,18.47381592,5.317687988,-10.76049805
magnetometer,smartphone,1529417825217510912,21.35009766,4.635620117,-10.75592041
magnetometer,smartphone,1529417825237378048,20.62988281,4.632568359,-10.75439453
magnetometer,smartphone,1529417825257092096,21.34246826,4.638671875,-11.47003174
magnetometer,smartphone,1529417825277051136,20.61767578,3.938293457,-11.45935059
magnetometer,smartphone,1529417825297040128,20.64361572,3.930664062,-9.317016602
magnetometer,smartphone,1529417825317029120,20.62225342,0.4486083984,-9.269714355
magnetometer,smartphone,1529417825337018112,18.52264404,1.654052734,-10.00061035
magnetometer,smartphone,1529417825357007104,18.50891113,0.959777832,-10.70556641
magnetometer,smartphone,1529417825376996096,20.68786621,-0.4302978516,-8.546447754
magnetometer,smartphone,1529417825397351168,19.23828125,-0.4348754883,-9.259033203
magnetometer,smartphone,1529417825417005056,18.53485107,-0.4425048828,-7.829284668
magnetometer,smartphone,1529417825436994048,21.17614746,1.152038574,-11.19842529
magnetometer,smartphone,1529417825456983040,21.15936279,-0.2395629883,-11.89422607
magnetometer,smartphone,1529417825476941056,20.46966553,0.4470825195,-9.759521484
magnetometer,smartphone,1529417825496930048,19.02923584,-2.351379395,-8.291625977
magnetometer,smartphone,1529417825516950016,18.31359863,-1.658630371,-8.299255371
magnetometer,smartphone,1529417825536908032,18.33953857,-3.060913086,-5.422973633
magnetometer,smartphone,1529417825557262848,17.61016846,-3.062438965,-6.137084961
magnetometer,smartphone,1529417825577039104,18.36090088,-3.764343262,-3.271484375
magnetometer,smartphone,1529417825596875008,19.07348633,-3.758239746,-3.987121582
magnetometer,smartphone,1529417825616894976,19.07348633,-5.154418945,-3.253173828
magnetometer,smartphone,1529417825636852992,19.79827881,-5.848693848,-2.529907227
magnetometer,smartphone,1529417825656841984,18.37005615,-6.55670166,-1.091003418
magnetometer,smartphone,1529417825676830976,19.59533691,-6.857299805,1.470947266
magnetometer,smartphone,1529417825696819968,19.61364746,-6.861877441,2.899169922
magnetometer,smartphone,1529417825717175040,18.87969971,-7.559204102,2.195739746
magnetometer,smartphone,1529417825737011968,18.1854248,-7.569885254,4.339599609
magnetometer,smartphone,1529417825756787200,15.02532959,-6.883239746,3.607177734
magnetometer,smartphone,1529417825776776192,14.32189941,-8.28704834,5.770874023
magnetometer,smartphone,1529417825796796160,15.77148438,-8.280944824,6.483459473
magnetometer,smartphone,1529417825816814848,11.46697998,-6.913757324,7.183837891
magnetometer,smartphone,1529417825836743168,12.90283203,-8.99810791,7.92388916
magnetometer,smartphone,1529417825856731904,11.49291992,-6.91986084,9.326171875
magnetometer,smartphone,1529417825876720896,10.76812744,-4.830932617,7.870483398
magnetometer,smartphone,1529417825897840128,8.581542969,-6.230163574,6.463623047
magnetometer,smartphone,1529417825916729856,10.78948975,-4.138183594,9.29107666
magnetometer,smartphone,1529417825936687872,10.0692749,-2.746582031,8.558654785
magnetometer,smartphone,1529417825956677120,7.904052734,-2.059936523,7.836914062
magnetometer,smartphone,1529417825976666112,8.602905273,-2.74810791,6.416320801
magnetometer,smartphone,1529417825996655104,6.437683105,-3.454589844,6.428527832
magnetometer,smartphone,1529417826016644096,8.462524414,-2.584838867,5.165100098
magnetometer,smartphone,1529417826036633088,9.194946289,-1.887512207,5.870056152
magnetometer,smartphone,1529417826056988928,8.497619629,0.1968383789,6.55670166
magnetometer,smartphone,1529417826076642048,9.552001953,-9.710693359,7.794189453
magnetometer,smartphone,1529417826096601088,10.27984619,-9.70916748,8.506774902
magnetometer,smartphone,1529417826116590080,10.28442383,-9.013366699,8.497619629
magnetometer,smartphone,1529417826136609024,10.2935791,-9.014892578,9.211730957
magnetometer,smartphone,1529417826156598272,10.987854,-10.39886475,7.801818848
magnetometer,smartphone,1529417826176557056,9.552001953,-9.710693359,7.794189453
magnetometer,smartphone,1529417826196546048,10.28442383,-10.40802002,9.231567383
magnetometer,smartphone,1529417826216870144,10.26306152,-9.704589844,7.078552246
magnetometer,smartphone,1529417826236645888,8.818054199,-10.40802002,7.089233398
magnetometer,smartphone,1529417826256513280,10.25848389,-10.40039062,7.08770752
magnetometer,smartphone,1529417826276531968,10.98327637,-11.09619141,7.810974121
magnetometer,smartphone,1529417826296491008,8.813476562,-11.10534668,7.098388672
magnetometer,smartphone,1529417826316480000,10.26763916,-9.008789062,7.069396973
magnetometer,smartphone,1529417826336498944,11.95831299,-7.795715332,7.420349121
magnetometer,smartphone,1529417826356487936,9.819030762,-8.50982666,9.574890137
magnetometer,smartphone,1529417826376813056,9.831237793,-6.420898438,9.547424316
magnetometer,smartphone,1529417826396680192,5.870056152,-5.32989502,6.173706055
magnetometer,smartphone,1529417826416424960,7.302856445,-6.715393066,6.190490723
magnetometer,smartphone,1529417826436444160,6.608581543,-5.32989502,7.601928711
magnetometer,smartphone,1529417826456403200,6.608581543,-5.32989502,7.601928711
magnetometer,smartphone,1529417826476392192,7.350158691,-4.635620117,9.020996094
magnetometer,smartphone,1529417826496381184,8.070373535,-1.84173584,7.553100586
magnetometer,smartphone,1529417826516370176,7.345581055,-2.540588379,7.563781738
magnetometer,smartphone,1529417826536359168,6.625366211,-2.545166016,7.565307617
magnetometer,smartphone,1529417826556653056,6.634521484,-2.546691895,8.279418945
magnetometer,smartphone,1529417826576366848,5.184936523,-2.55279541,7.566833496
magnetometer,smartphone,1529417826596326144,7.376098633,-1.852416992,9.696960449
magnetometer,smartphone,1529417826616314880,9.518432617,-0.4409790039,7.53326416
magnetometer,smartphone,1529417826636303872,6.642150879,0.2410888672,7.527160645
magnetometer,smartphone,1529417826656323072,7.345581055,-1.145935059,6.831359863
magnetometer,smartphone,1529417826676281856,6.76574707,-0.6973266602,7.769775391
magnetometer,smartphone,1529417826696271104,7.47833252,-2.087402344,7.788085938
magnetometer,smartphone,1529417826716625920,5.258178711,-4.187011719,6.623840332
magnetometer,smartphone,1529417826736310016,5.265808105,-1.399230957,5.871582031
magnetometer,smartphone,1529417826756269056,5.995178223,-1.397705078,6.585693359
magnetometer,smartphone,1529417826776258048,7.423400879,-3.479003906,6.611633301
magnetometer,smartphone,1529417826796216064,6.745910645,-3.494262695,10.18371582
magnetometer,smartphone,1529417826816205056,6.729125977,-2.095031738,8.023071289
magnetometer,smartphone,1529417826836194048,7.44934082,-2.090454102,8.02154541
magnetometer,smartphone,1529417826856183040,6.703186035,-3.483581543,6.61315918
magnetometer,smartphone,1529417826876508160,6.004333496,-2.795410156,8.032226562
magnetometer,smartphone,1529417826896313856,6.689453125,-2.781677246,5.174255371
magnetometer,smartphone,1529417826916210944,7.427978516,-2.783203125,6.602478027
magnetometer,smartphone,1529417826936199936,5.978393555,-2.787780762,5.889892578
magnetometer,smartphone,1529417826956159232,5.978393555,-2.787780762,5.889892578
magnetometer,smartphone,1529417826976116992,5.978393555,-2.787780762,5.889892578
magnetometer,smartphone,1529417826996105984,5.978393555,-2.787780762,5.889892578
magnetometer,smartphone,1529417827016094976,8.053588867,-3.161621094,9.178161621
magnetometer,smartphone,1529417827036420096,8.665466309,-2.365112305,9.83581543
magnetometer,smartphone,1529417827056317184,8.665466309,-2.365112305,9.83581543
magnetometer,smartphone,1529417827076061952,8.665466309,-2.365112305,9.83581543
magnetometer,smartphone,1529417827096081920,7.936096191,-3.762817383,9.855651855
magnetometer,smartphone,1529417827116039936,7.957458496,-1.675415039,10.54229736
magnetometer,smartphone,1529417827136028928,7.96661377,-3.073120117,11.99035645
magnetometer,smartphone,1529417827156049152,7.246398926,-3.076171875,11.99035645
magnetometer,smartphone,1529417827176007168,7.954406738,-3.76739502,11.28540039
magnetometer,smartphone,1529417827196027136,7.234191895,-3.770446777,11.28540039
magnetometer,smartphone,1529417827216290048,7.958984375,-4.466247559,12.00866699
magnetometer,smartphone,1529417827236005120,6.530761719,-5.174255371,13.44909668
